Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score,Cost per Mile,Cost per Ton-Mile,Delivery Efficiency,Route Length,Severe Weather,Weather Severity Index,Fuel Cost per Mile,Performance Score,Driver Consistency Score,Traffic Conditions_Heavy,Traffic Conditions_Light,Traffic Conditions_Moderate,Traffic Conditions_Severe,On-Time Delivery,Driver Experience Level,Experience on Long Routes
JFK/DTW,UN2005,1274324,8.9,2023-05-30,4.5,121.57,457.25,Snow,3.5,2,3.43,161.67,707.59,Oversized,19.84,Interstate,Flatbed,Intermediate,Evening,5,136.48,Gasoline,24.0,16.41,1.62,6.1,89.61,3.64,0.74,1002.91,,,0.7371061939623262,0.4158089922970173,13.65955056179775,Medium,0,3,0.7371061939623262,0.2598961826238334,3.43,False,False,False,True,0,2,0
DTW/LAS,EY9838,5299462,4.34,2023-09-05,4.5,1682.55,1836.16,Fog,4.28,3,0.91,163.96,1142.19,Fragile,14.05,Suburban,Box Truck,Junior,Morning,4,167.74,Diesel,17.57,6.87,1.5,7.4,1022.76,3.38,0.61,2356.72,,,0.6078630649906392,0.09969277483095002,387.684331797235,Long,0,2,0.6078630649906392,0.9768746247563039,0.91,False,True,False,False,1,1,1
CLE/SLC,KS2702,6094241,4.82,2023-03-25,3.5,777.43,1220.99,Heavy Rain,3.72,5,3.68,167.63,1904.15,Fragile,17.1,Suburban,Box Truck,Senior,Overnight,2,194.39,Gasoline,17.87,29.54,1.2,6.17,441.25,2.1,0.57,2562.55,,,0.5675752157750538,0.19275912319591326,161.29253112033194,Long,0,2,0.5675752157750538,0.6815469252286137,3.68,False,False,False,True,0,3,3
SEA/SLC,MB1019,9821135,1.95,2023-06-21,4.5,2097.01,2129.51,Heavy Rain,3.66,3,3.85,90.42,1209.83,Fragile,12.24,Suburban,Semi,Intermediate,Morning,3,92.51,Gasoline,15.39,5.72,0.06,6.77,1394.0,0.13,0.66,2715.49,,,0.6647560097472114,0.10579527907350685,1075.3897435897438,Long,0,2,0.6647560097472114,0.37155997480066405,3.85,False,False,True,False,0,2,2
CLT/STL,CT2172,8143128,7.36,2023-11-26,3.5,2481.28,1055.36,Light Rain,3.99,2,1.84,165.13,1256.04,Oversized,4.69,Interstate,Semi,Intermediate,Afternoon,3,133.44,Diesel,0.61,6.38,1.97,7.71,1127.05,3.45,0.45,2558.66,,,0.4542212084085633,0.2198689802030783,337.1304347826087,Long,0,1,0.4542212084085633,0.48426288108076065,1.84,False,False,False,True,0,2,2
DTW/DEN,PN3887,6320635,6.79,2023-01-19,4.0,1046.38,1066.73,Clear,1.19,4,3.31,135.14,759.91,Perishable,11.15,Interstate,Flatbed,Intermediate,Morning,3,68.56,Gasoline,30.74,14.55,1.38,7.48,559.38,2.77,0.53,1502.49,,,0.5345859056939161,0.12877966548262865,154.10603829160533,Long,0,0,0.5345859056939161,0.6047717775174106,3.31,True,False,False,False,0,2,2
CLT/PHX,VW5963,3552394,3.38,2023-12-09,4.0,1351.74,2739.39,Fog,1.72,5,4.49,83.6,1282.96,Oversized,18.07,Interstate,Semi,Junior,Morning,5,189.59,Diesel,40.33,21.78,0.65,6.37,848.78,1.29,0.63,2278.74,,,0.6279166111826239,0.09329179683872005,399.92307692307696,Long,0,2,0.6279166111826239,0.5594554451560827,4.49,True,False,False,False,0,1,1
BNA/DEN,WO8972,3393703,3.64,2023-05-11,3.5,810.2,2782.67,Snow,4.71,4,2.15,118.41,1531.66,Oversized,15.03,Suburban,Semi,Intermediate,Overnight,2,78.01,Gasoline,4.76,1.48,0.84,7.82,362.49,1.47,0.45,2020.25,,,0.4474080473957048,0.1659028688282942,222.58241758241758,Long,0,3,0.4474080473957048,0.8773208578783794,2.15,False,True,False,False,0,2,2
DCA/STL,NN3674,7676339,7.73,2023-09-02,4.5,1008.81,2995.51,Fog,2.97,1,1.14,152.69,993.41,Fragile,16.72,Interstate,Semi,Intermediate,Evening,2,174.78,Gasoline,16.62,4.35,1.7,7.44,609.78,3.82,0.6,1780.66,,,0.6044547536206025,0.10556874320015781,130.5058214747736,Long,0,2,0.6044547536206025,0.29124518380570424,1.14,False,False,True,False,0,2,2
DEN/BOS,NA6174,3562866,4.09,2023-09-24,4.0,509.02,1312.34,Light Rain,4.31,1,1.86,50.48,1860.6,Perishable,6.07,Suburban,Flatbed,Junior,Afternoon,3,80.06,Diesel,46.46,19.61,1.4,7.52,270.76,2.8,0.53,2250.7,,,0.5319240894267416,0.7284404822989965,124.45476772616136,Long,0,1,0.5319240894267416,0.2282426081446318,1.86,True,False,False,False,0,1,1
BOS/SEA,NU2140,5939255,6.53,2023-07-26,3.5,2846.6,114.97,Snow,1.48,2,0.65,140.25,927.35,Standard,15.55,Suburban,Semi,Intermediate,Evening,5,88.84,Gasoline,26.89,4.43,1.76,6.57,1516.46,3.07,0.53,2618.46,,,0.5327267617508608,0.05915467948111167,435.9264931087289,Long,0,3,0.5327267617508608,0.7908266772458417,0.65,False,True,False,False,1,2,2
DTW/DFW,GU8066,2519006,6.94,2023-01-01,4.5,2611.45,2217.51,Light Rain,1.38,2,2.5,146.9,1738.27,Standard,17.73,Suburban,Flatbed,Senior,Morning,5,149.02,Diesel,5.82,28.5,0.27,7.84,1499.13,0.6,0.57,3419.22,,,0.5740603879071015,0.07384763552180511,376.2896253602305,Long,0,1,0.5740603879071015,0.3630283665217908,2.5,True,False,False,False,0,3,3
LAS/ATL,EH4099,2411546,7.63,2023-08-31,4.0,668.44,122.27,Heavy Rain,4.34,3,4.48,56.55,1772.47,Perishable,18.92,Suburban,Box Truck,Intermediate,Afternoon,5,58.53,Gasoline,18.05,24.19,1.54,6.4,417.63,3.08,0.62,2291.97,,,0.6247830770151397,0.18122802858139417,87.60681520314549,Long,0,2,0.6247830770151397,0.3369343657124707,4.48,False,False,True,False,0,2,2
SLC/BOI,AT7142,7292355,5.64,2023-09-29,3.5,1812.3,397.27,Heavy Rain,4.28,3,2.82,125.7,1912.29,Perishable,15.56,Urban,Semi,Intermediate,Evening,1,118.03,Gasoline,47.53,26.53,0.18,6.4,991.23,0.32,0.55,3103.6,,,0.5469458698890912,0.11005912610585733,321.32978723404256,Long,0,2,0.5469458698890912,0.507671489625187,2.82,True,False,False,False,0,2,2
LAS/BOI,AZ7035,4546619,4.41,2023-12-10,4.0,1153.47,272.13,Heavy Rain,2.01,5,4.7,175.03,1106.86,Perishable,14.91,Interstate,Box Truck,Junior,Overnight,1,27.19,Gasoline,15.81,21.41,1.78,6.14,751.68,3.56,0.65,2074.36,,,0.6516684439127155,0.12061468367773519,261.5578231292517,Long,0,2,0.6516684439127155,0.5310950788513682,4.7,False,False,True,False,0,1,1
BNA/ATL,RY3895,9196568,9.01,2023-02-07,3.5,899.39,1514.53,Heavy Rain,2.03,4,2.04,180.19,1579.57,Standard,4.59,Interstate,Flatbed,Intermediate,Overnight,3,190.9,Diesel,26.81,16.47,1.6,6.34,496.71,2.81,0.55,2302.55,,,0.5522743192608324,0.5577612383663283,99.82130965593785,Long,0,2,0.5522743192608324,0.8476526715398912,2.04,False,False,False,True,0,2,2
DEN/CMH,PY2523,8335141,8.45,2023-02-09,4.0,814.39,900.5,Clear,2.44,2,2.84,53.01,1814.49,Fragile,19.06,Urban,Box Truck,Intermediate,Morning,4,102.24,Diesel,36.86,6.77,1.69,7.04,462.76,3.38,0.57,2377.26,,,0.5682289812006532,0.15315153513531082,96.37751479289942,Long,0,0,0.5682289812006532,0.3321156154980491,2.84,False,False,False,True,0,2,2
ORD/DFW,SP3559,8986633,8.95,2023-08-14,4.0,1378.22,2837.71,Light Rain,1.96,1,2.18,159.68,1869.85,Standard,1.83,Suburban,Flatbed,Intermediate,Overnight,1,100.51,Diesel,35.01,25.53,0.97,6.23,885.55,1.94,0.64,2977.56,,,0.6425316712861516,1.1805676649686658,153.99106145251397,Long,0,1,0.6425316712861516,0.19145165618559767,2.18,True,False,False,False,0,2,2
DEN/MCO,JT3113,5914330,4.16,2023-08-18,4.5,2862.9,179.9,Fog,4.63,3,0.49,118.23,1542.88,Oversized,12.21,Suburban,Flatbed,Intermediate,Overnight,4,127.44,Gasoline,11.35,2.43,0.26,6.92,1862.38,0.58,0.65,3537.84,,,0.6505221977714905,0.10120835018665889,688.1971153846154,Long,0,2,0.6505221977714905,1.2198701850301918,0.49,False,False,False,True,1,2,2
STL/SLC,KX9995,6499439,8.78,2023-04-09,4.0,2762.84,837.72,Light Rain,2.05,5,4.54,77.97,1511.01,Standard,0.69,Urban,Flatbed,Intermediate,Evening,3,154.69,Diesel,33.0,1.4,1.02,6.78,1629.04,2.04,0.59,3254.45,,,0.5896251683050774,1.707154306039637,314.6742596810934,Long,0,1,0.5896251683050774,0.5677609374885435,4.54,False,True,False,False,0,2,2
BOS/MSP,DL9643,7729249,5.76,2023-04-19,4.5,1037.55,2070.48,Clear,4.68,4,3.7,57.04,1848.56,Fragile,13.44,Urban,Semi,Junior,Evening,2,92.07,Gasoline,15.56,10.36,0.96,6.92,675.1,2.16,0.65,2608.78,,,0.6506674377138452,0.18708077178150911,180.13020833333334,Long,0,0,0.6506674377138452,0.515587701279155,3.7,True,False,False,False,0,1,1
CMH/CLT,ZQ4105,8204374,4.39,2023-02-25,4.5,2789.46,206.47,Snow,2.13,3,1.28,160.28,1742.59,Oversized,1.81,Suburban,Flatbed,Intermediate,Afternoon,2,175.99,Gasoline,21.69,21.2,0.6,7.25,1731.05,1.35,0.62,3678.18,,,0.6205681386361518,0.7285078998834326,635.4123006833713,Long,0,3,0.6205681386361518,0.811930977978847,1.28,False,False,True,False,0,2,2
IAH/BOI,US1157,4162789,6.59,2023-11-30,4.5,2752.15,1379.7,Light Rain,3.43,1,1.94,176.6,1866.98,Fragile,1.73,Urban,Box Truck,Intermediate,Evening,1,104.95,Gasoline,36.32,8.11,1.99,6.72,1844.29,4.47,0.67,3936.77,,,0.6701269916247298,0.826840686508992,417.62518968133537,Long,0,1,0.6701269916247298,0.20365879728156372,1.94,True,False,False,False,0,2,2
PHX/DCA,CP1083,3491473,7.79,2023-01-30,4.5,2214.83,280.86,Light Rain,4.77,5,0.41,53.31,1285.85,Oversized,13.26,Interstate,Flatbed,Senior,Morning,2,167.47,Gasoline,27.15,11.29,1.82,6.94,1435.33,4.1,0.65,2817.02,,,0.6480542524708442,0.09591930180178754,284.3170731707317,Long,0,1,0.6480542524708442,2.1516884443965694,0.41,True,False,False,False,1,3,3
CLT/DFW,RP3513,6706667,7.67,2023-08-28,4.5,841.62,2203.45,Snow,1.36,5,2.77,112.22,1821.59,Perishable,1.05,Suburban,Box Truck,Intermediate,Afternoon,4,153.75,Gasoline,41.69,15.14,1.9,7.15,529.34,4.26,0.63,2524.24,,,0.6289536845607282,2.8564412623726803,109.72881355932203,Long,0,3,0.6289536845607282,0.8141790399076005,2.77,False,False,True,False,0,2,2
BOS/SEA,GM6665,5712599,4.16,2023-03-18,4.0,1885.43,333.7,Heavy Rain,2.41,4,1.75,53.18,1619.8,Standard,14.02,Interstate,Flatbed,Intermediate,Evening,5,65.37,Gasoline,16.48,19.51,1.39,7.16,1053.87,2.77,0.56,2765.62,,,0.5589547212041814,0.10462466501982623,453.22836538461536,Long,0,2,0.5589547212041814,0.9330261070199152,1.75,False,False,False,True,0,2,2
STL/LAS,WC1099,2101531,5.47,2023-09-13,4.0,1976.79,2928.34,Snow,1.24,1,4.26,157.67,1271.93,Fragile,4.56,Interstate,Flatbed,Intermediate,Morning,2,120.1,Diesel,37.13,11.56,0.45,6.27,1261.22,0.89,0.64,2740.4,,,0.6380141542601895,0.3040104979692845,361.3875685557587,Long,0,3,0.6380141542601895,0.11606375191973224,4.26,True,False,False,False,0,2,2
SAN/LAX,GH1748,4238056,2.75,2023-09-16,4.5,2818.18,1927.34,Fog,4.2,2,3.45,196.33,573.82,Standard,13.69,Interstate,Semi,Intermediate,Overnight,2,58.27,Diesel,14.86,25.18,1.84,6.1,2079.87,4.13,0.74,2894.2,,,0.7380188632379763,0.07501642484388682,1024.7927272727272,Long,0,2,0.7380188632379763,0.2585922464672653,3.45,True,False,False,False,0,2,2
DEN/SFO,WV6310,8454785,7.63,2023-04-11,3.5,2068.15,2454.26,Heavy Rain,1.81,1,3.36,76.39,601.68,Standard,9.32,Urban,Box Truck,Senior,Evening,1,185.33,Diesel,18.1,9.28,0.88,7.5,964.63,1.53,0.47,1671.61,,,0.46642168121267796,0.08672354332970965,271.0550458715596,Long,0,2,0.46642168121267796,0.1564064423648367,3.36,False,True,False,False,0,3,3
SLC/DTW,VI6600,9680041,4.69,2023-07-01,4.5,2172.31,2975.68,Snow,2.47,3,1.49,156.11,1087.26,Fragile,9.46,Suburban,Flatbed,Junior,Evening,1,37.85,Diesel,49.47,25.58,0.23,7.68,1273.37,0.52,0.59,2592.3,,,0.5861824509393226,0.1261456625176716,463.1791044776119,Long,0,3,0.5861824509393226,0.7595716850826023,1.49,False,True,False,False,0,1,1
JFK/BOS,RV6250,2516184,3.22,2023-10-25,4.0,1818.45,1939.47,Heavy Rain,3.07,2,1.3,89.18,872.35,Fragile,13.71,Interstate,Box Truck,Senior,Overnight,5,37.0,Gasoline,22.01,16.08,0.45,6.1,1191.67,0.91,0.66,2192.2,,,0.6553218400285958,0.08793086681275415,564.7360248447205,Long,0,2,0.6553218400285958,0.5253148942783734,1.3,False,True,False,False,0,3,3
SAN/BNA,GP1004,9128719,5.0,2023-11-05,3.5,610.32,712.74,Heavy Rain,3.56,3,3.27,85.71,860.0,Fragile,12.81,Urban,Semi,Junior,Afternoon,3,170.6,Gasoline,0.22,15.66,0.12,6.34,336.8,0.21,0.55,1298.59,,,0.5518416568357583,0.16609835165110653,122.06400000000001,Long,0,2,0.5518416568357583,0.452736984677127,3.27,False,False,False,True,0,1,1
JFK/ORD,NK6792,1327684,8.29,2023-09-17,4.0,959.84,272.09,Fog,3.74,2,0.47,141.9,930.34,Perishable,2.98,Interstate,Box Truck,Junior,Overnight,5,53.49,Gasoline,23.95,15.79,1.29,6.62,579.76,2.57,0.6,1694.31,,,0.6040173362227037,0.5923491443204739,115.78287092882994,Long,0,2,0.6040173362227037,0.8482104195276449,0.47,False,False,True,False,1,1,1
ATL/IAH,JW2198,4408913,3.28,2023-04-25,3.5,120.23,2936.19,Clear,3.25,4,2.12,189.01,588.26,Perishable,9.59,Interstate,Flatbed,Junior,Evening,1,138.73,Gasoline,12.77,17.03,1.7,6.07,69.31,2.98,0.58,879.38,,,0.5764784163686268,0.7626848679065508,36.65548780487805,Medium,0,0,0.5764784163686268,0.8132374466657466,2.12,False,False,False,True,0,1,0
SLC/LAS,XM1710,5818688,4.54,2023-12-14,4.0,600.22,1238.18,Heavy Rain,1.92,3,1.93,130.85,898.99,Oversized,13.68,Suburban,Semi,Senior,Overnight,1,98.09,Diesel,43.0,25.65,0.76,7.52,319.31,1.52,0.53,1419.33,,,0.5319882709673119,0.17285694075914854,132.20704845814979,Long,0,2,0.5319882709673119,0.6683411383668368,1.93,False,True,False,False,0,3,3
MIA/MCO,WF3306,6134527,1.58,2023-03-20,4.0,1956.17,2628.35,Light Rain,3.66,2,4.95,77.2,704.42,Fragile,4.25,Interstate,Box Truck,Junior,Morning,1,141.92,Diesel,10.16,12.76,0.23,7.44,1052.12,0.46,0.54,1857.12,,,0.5378469151454116,0.22338008034307133,1238.0822784810127,Long,0,1,0.5378469151454116,0.21857471668415665,4.95,False,False,True,False,0,1,1
MCO/LAS,WD1564,8404479,2.16,2023-02-20,3.5,1075.21,1401.19,Light Rain,2.32,1,3.25,161.87,1105.25,Fragile,12.08,Urban,Box Truck,Junior,Overnight,3,35.74,Gasoline,9.47,9.22,0.74,6.27,600.49,1.29,0.56,1887.6,,,0.5584862491978311,0.14532814812519912,497.7824074074074,Long,0,1,0.5584862491978311,0.15097606268144304,3.25,False,False,False,True,0,1,1
DEN/LAS,KI6203,9208637,1.41,2023-11-11,4.5,2999.43,1417.02,Light Rain,3.56,3,0.24,184.55,1633.49,Fragile,4.42,Interstate,Semi,Junior,Evening,2,159.37,Diesel,43.33,25.9,0.48,7.71,1751.46,1.08,0.58,3639.81,,,0.5839309468799072,0.2745476391645635,2127.255319148936,Long,0,1,0.5839309468799072,1.527437066290941,0.24,False,False,False,True,1,1,1
CLT/CLT,IV5640,6740450,6.85,2023-12-01,4.0,1308.97,908.08,Heavy Rain,3.65,4,3.22,55.2,628.88,Standard,0.69,Interstate,Semi,Senior,Evening,3,89.48,Gasoline,38.43,14.98,1.82,6.36,823.61,3.63,0.63,1564.73,,,0.6292046418176123,1.7324496647602003,191.09051094890512,Long,0,2,0.6292046418176123,0.5817975681193227,3.22,False,False,False,True,0,3,3
CLT/ORD,OR1864,4576036,7.2,2023-10-28,4.5,1904.12,460.89,Heavy Rain,4.55,3,3.27,138.54,1370.2,Fragile,10.65,Interstate,Flatbed,Senior,Morning,5,103.64,Gasoline,13.12,21.09,0.64,7.84,1093.26,1.44,0.57,2637.66,,,0.5741549902317081,0.13006932632071655,264.4611111111111,Long,0,2,0.5741549902317081,0.4463195281099748,3.27,False,False,True,False,0,3,3
MSP/DFW,OP6841,3900369,2.95,2023-02-19,4.5,229.82,433.83,Fog,4.33,2,2.98,124.51,906.61,Fragile,6.48,Suburban,Flatbed,Junior,Evening,5,191.21,Gasoline,24.52,2.06,1.46,7.35,140.71,3.29,0.61,1201.71,,,0.612261770080933,0.8069318339312248,77.90508474576271,Medium,0,2,0.612261770080933,0.31168174556966943,2.98,False,False,False,True,0,1,0
CLE/CMH,JV8328,2703792,1.15,2023-03-15,4.0,1983.07,1111.38,Heavy Rain,3.71,1,1.23,105.78,1257.14,Perishable,10.81,Suburban,Flatbed,Intermediate,Afternoon,2,61.94,Diesel,46.13,14.37,1.11,6.94,1143.35,2.22,0.58,2568.99,,,0.5765555426686905,0.11983913765268137,1724.408695652174,Long,0,2,0.5765555426686905,0.2844368505498187,1.23,False,False,True,False,0,2,2
BOI/JFK,AA1636,9840843,8.74,2023-11-04,4.0,2521.0,1356.72,Fog,1.96,1,1.79,198.4,1784.78,Oversized,4.15,Interstate,Box Truck,Junior,Overnight,5,193.21,Diesel,10.51,29.15,0.99,6.07,1662.39,1.97,0.66,3687.2,,,0.6594168980563269,0.35243233943309926,288.44393592677346,Long,0,2,0.6594168980563269,0.2159933043275145,1.79,False,False,True,False,0,1,1
ORD/SLC,EF9156,1549375,2.66,2023-01-27,4.5,914.59,1179.75,Snow,3.8,2,3.21,119.07,1597.09,Oversized,13.78,Interstate,Semi,Intermediate,Evening,3,199.39,Diesel,40.14,5.16,0.2,7.47,550.74,0.46,0.6,2312.66,,,0.6021714648093681,0.1835000228754147,343.8308270676692,Long,0,3,0.6021714648093681,0.2965097012755293,3.21,True,False,False,False,0,2,2
MIA/BOS,GD9061,7984272,6.17,2023-05-13,4.5,1151.56,1118.33,Heavy Rain,4.13,3,2.02,113.05,1350.76,Perishable,18.69,Urban,Flatbed,Intermediate,Morning,1,167.81,Gasoline,10.35,8.64,0.16,7.51,690.1,0.36,0.6,2173.25,,,0.5992740282746883,0.1009749893140514,186.6385737439222,Long,0,2,0.5992740282746883,0.6211427597028969,2.02,False,False,True,False,0,2,2
CLE/BOS,QF2557,2473546,8.55,2023-10-07,3.5,1781.45,1637.37,Clear,4.05,4,1.37,113.13,1766.05,Oversized,14.2,Interstate,Flatbed,Junior,Evening,2,107.16,Diesel,42.7,13.45,0.46,6.99,892.14,0.8,0.5,2828.26,,,0.5007942967807123,0.11180400204138187,208.3567251461988,Long,0,0,0.5007942967807123,1.1245803083743828,1.37,True,False,False,False,0,1,1
CMH/BNA,ZD7075,4954431,5.15,2023-08-15,3.5,638.43,2250.68,Heavy Rain,2.03,3,0.45,113.04,1102.15,Perishable,5.81,Suburban,Box Truck,Junior,Afternoon,4,179.8,Diesel,24.0,23.21,1.26,6.56,340.77,2.21,0.53,1605.38,,,0.5337625111601898,0.4328011732093546,123.96699029126212,Long,0,2,0.5337625111601898,1.3489477687626776,0.45,False,False,True,False,1,1,1
SFO/DCA,AK7618,5190385,1.58,2023-03-08,4.0,867.09,1521.59,Clear,2.99,5,0.93,67.9,1441.4,Perishable,15.36,Interstate,Box Truck,Intermediate,Overnight,1,188.37,Diesel,0.85,26.15,0.49,7.9,439.1,0.99,0.51,1976.38,,,0.5064064860625771,0.1483935611259116,548.7911392405064,Long,0,0,0.5064064860625771,1.7197705925317661,0.93,True,False,False,False,1,2,2
STL/SFO,SR1408,3608407,9.53,2023-10-02,3.5,472.19,2020.11,Clear,1.5,3,1.31,90.14,1862.48,Oversized,17.83,Interstate,Flatbed,Intermediate,Morning,5,24.59,Gasoline,6.34,8.57,0.83,6.19,266.95,1.46,0.57,2235.93,,,0.565344458798365,0.2655767637857214,49.54774396642183,Long,0,0,0.565344458798365,0.8296584763830481,1.31,True,False,False,False,0,2,2
JFK/DTW,WU2632,4541106,8.23,2023-04-20,4.0,2452.22,1686.78,Clear,1.72,1,2.11,51.77,1930.33,Standard,11.11,Suburban,Box Truck,Intermediate,Overnight,1,90.92,Gasoline,49.24,20.96,1.29,7.74,1268.08,2.58,0.52,3322.95,,,0.5171151038650692,0.12196923992992233,297.96111786148236,Long,0,0,0.5171151038650692,0.21194397678920374,2.11,False,False,True,False,0,2,2
BOS/ATL,BK3492,5999465,7.44,2023-08-30,4.5,2701.7,2237.85,Fog,3.83,5,3.49,54.95,588.6,Oversized,2.8,Urban,Semi,Junior,Afternoon,2,124.18,Gasoline,4.97,25.77,0.15,7.91,1537.73,0.34,0.57,2212.36,,,0.5691712625384018,0.29245607263151774,363.13172043010746,Long,0,2,0.5691712625384018,0.7096648866109332,3.49,True,False,False,False,0,1,1
PHX/SAN,WC7737,1522449,7.7,2023-12-05,3.5,1275.57,2488.09,Snow,1.62,2,2.48,152.71,726.53,Oversized,1.6,Interstate,Flatbed,Intermediate,Evening,2,76.5,Gasoline,36.22,20.06,0.67,6.44,692.75,1.17,0.54,1629.43,,,0.5430905399154888,0.7983832717922184,165.65844155844155,Long,0,3,0.5430905399154888,0.37244259413944464,2.48,False,False,False,True,0,2,2
STL/CLT,LW6834,1602215,8.5,2023-11-30,3.5,2633.87,1274.44,Clear,1.31,5,1.97,54.12,1383.51,Perishable,4.6,Suburban,Flatbed,Intermediate,Overnight,1,49.21,Diesel,27.38,12.33,0.74,7.48,1232.02,1.29,0.47,2710.64,,,0.4677603678237726,0.22372765748400314,309.8670588235294,Long,0,0,0.4677603678237726,1.1469867428003848,1.97,False,True,False,False,0,2,2
CLE/SEA,SS1625,7416609,9.25,2023-12-15,4.0,1117.45,1755.08,Heavy Rain,1.56,2,0.42,184.1,1724.31,Fragile,12.59,Urban,Semi,Junior,Morning,3,37.83,Gasoline,19.96,20.31,1.0,7.19,621.57,2.01,0.56,2572.26,,,0.556239652780885,0.18283571493888687,120.80540540540541,Long,0,2,0.556239652780885,0.905034582372037,0.42,False,True,False,False,1,1,1
MCO/CLE,CH2294,4981334,7.83,2023-08-11,4.0,1039.02,739.22,Clear,4.76,1,2.73,57.39,1807.95,Fragile,2.96,Suburban,Flatbed,Senior,Overnight,2,112.16,Diesel,16.85,7.8,0.57,7.3,569.54,1.15,0.55,2460.68,,,0.5481511424226675,0.800091250226955,132.69731800766283,Long,0,0,0.5481511424226675,0.1731720549750524,2.73,True,False,False,False,0,3,3
SFO/DTW,NV3135,8017700,3.92,2023-09-07,3.5,325.11,1784.05,Snow,2.0,4,0.16,122.05,1680.5,Fragile,4.43,Suburban,Box Truck,Senior,Afternoon,2,177.81,Gasoline,15.0,3.12,0.25,7.84,145.14,0.43,0.45,1966.24,,,0.4464335148103718,1.365219467653004,82.93622448979592,Long,0,3,0.4464335148103718,2.383985040972337,0.16,True,False,False,False,1,3,3
SAN/DEN,WS6167,3202373,1.01,2023-04-16,4.0,2633.83,2092.07,Fog,1.7,3,3.38,180.77,1708.72,Standard,2.43,Urban,Flatbed,Junior,Overnight,5,30.64,Gasoline,35.94,11.68,1.45,6.2,1699.27,2.9,0.65,3639.29,,,0.6451707209652863,0.5686206800595774,2607.7524752475247,Long,0,2,0.6451707209652863,0.41632852938656656,3.38,False,False,False,True,0,1,1
SAN/CLT,XQ6552,2092671,7.22,2023-03-01,4.5,1768.48,2392.59,Fog,2.21,2,3.76,140.8,1588.18,Perishable,13.84,Interstate,Flatbed,Junior,Overnight,2,40.75,Gasoline,12.21,19.04,1.99,7.93,1003.66,4.47,0.57,2768.36,,,0.5675269157694743,0.11310617680759388,244.94182825484765,Long,0,2,0.5675269157694743,0.2680452010105593,3.76,False,False,True,False,0,1,1
BOS/BOI,XI9412,4066967,1.27,2023-02-23,3.5,903.93,1666.59,Heavy Rain,4.93,4,1.9,87.58,1475.52,Fragile,4.18,Suburban,Box Truck,Intermediate,Overnight,1,80.92,Diesel,23.25,4.6,1.21,7.12,444.45,2.11,0.49,2037.51,,,0.4916863031429425,0.5392481538748105,711.755905511811,Long,0,2,0.4916863031429425,0.9246651537400438,1.9,False,False,True,False,0,2,2
STL/DTW,EL1268,9036675,6.5,2023-07-27,4.5,997.86,587.57,Clear,1.87,4,1.09,151.06,935.26,Fragile,13.3,Urban,Semi,Junior,Morning,3,142.47,Diesel,20.02,1.07,1.08,7.57,593.38,2.42,0.59,1703.22,,,0.5946525564708476,0.12833629380407907,153.5169230769231,Long,0,0,0.5946525564708476,1.2001834445503006,1.09,False,True,False,False,0,1,1
DEN/LAS,YD9712,5731188,4.52,2023-09-05,4.5,1670.81,1724.79,Snow,2.32,1,1.67,59.31,726.12,Standard,4.56,Suburban,Flatbed,Intermediate,Evening,3,193.98,Gasoline,20.1,1.07,0.68,6.82,1101.67,1.53,0.66,1909.8,,,0.6593628240194876,0.2506663172196026,369.6482300884956,Long,0,3,0.6593628240194876,0.22570822353291076,1.67,True,False,False,False,0,2,2
MIA/LAS,BR6080,2850386,7.6,2023-08-10,3.5,2015.18,2051.51,Heavy Rain,3.94,2,0.1,107.13,1595.12,Perishable,18.38,Suburban,Semi,Junior,Overnight,1,154.71,Gasoline,41.4,21.31,1.05,7.28,968.79,1.84,0.48,2735.59,,,0.4807461368215246,0.07385699882829477,265.15526315789475,Long,0,2,0.4807461368215246,1.2278821959884436,0.1,False,False,True,False,1,1,1
SFO/ATL,EB8460,4224894,7.82,2023-08-24,4.5,396.86,783.67,Snow,2.26,5,1.78,110.39,1501.61,Standard,10.39,Interstate,Flatbed,Intermediate,Evening,5,197.15,Diesel,16.46,19.94,1.78,7.2,248.18,4.0,0.63,1900.58,,,0.6253590686892103,0.4609281997462563,50.749360613810744,Long,0,3,0.6253590686892103,1.106562350268613,1.78,False,True,False,False,0,2,2
ORD/IAH,XW8516,1634113,1.11,2023-11-28,3.5,1444.73,1187.67,Light Rain,4.11,3,3.81,107.29,1625.56,Fragile,8.9,Urban,Flatbed,Intermediate,Morning,3,130.35,Diesel,16.23,2.22,0.04,6.45,783.71,0.07,0.54,2535.07,,,0.5424612211278232,0.19715747983546864,1301.5585585585584,Long,0,1,0.5424612211278232,0.40435416797356083,3.81,False,False,False,True,0,2,2
