Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Traffic Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score
BOI/BNA,YX3594,9499441,1.85,2023-03-31,4.0,1636.37,297.9,Heavy Rain,Moderate,1.88,Satisfied,4.56,57.32,703.92,Oversized,3.69,Suburban,Box Truck,Senior,Overnight,5,36.35,Gasoline,43.93,11.22,1.64,7.62,859.21,3.28,0.53,1678.88,2,2
IAH/SEA,WR2488,5062382,4.91,2023-07-13,4.0,2786.89,883.45,Heavy Rain,Heavy,2.34,Very Satisfied,2.29,173.19,1668.53,Perishable,17.5,Urban,Box Truck,Intermediate,Evening,1,97.81,Gasoline,11.78,15.82,0.08,7.34,1518.36,0.16,0.54,3387.85,1,1
MIA/ORD,UZ6481,1210863,5.22,2023-01-13,3.5,1830.79,1580.6,Heavy Rain,Moderate,3.49,Very Dissatisfied,4.93,184.15,1230.5,Oversized,14.39,Urban,Box Truck,Junior,Evening,2,108.77,Gasoline,34.12,16.47,0.24,6.97,919.28,0.41,0.5,2384.93,1,1
CMH/LAS,ZE2558,4807026,3.69,2023-03-13,4.5,2167.71,2690.33,Clear,Heavy,1.66,Very Dissatisfied,3.98,136.2,1478.19,Fragile,0.82,Suburban,Semi,Intermediate,Overnight,5,46.9,Diesel,32.81,4.32,0.8,6.71,1453.6,1.8,0.67,3106.91,2,0
DTW/MIA,FE9591,7368515,7.61,2023-09-25,4.0,2946.58,1684.39,Heavy Rain,Severe,2.8,Dissatisfied,1.05,183.51,755.82,Oversized,14.62,Urban,Flatbed,Senior,Evening,2,110.45,Gasoline,8.27,19.58,1.63,6.96,1693.96,3.25,0.57,2664.39,3,3
BOI/ATL,KA6425,6101709,3.07,2023-06-01,4.0,2725.86,1858.93,Clear,Light,2.77,Very Satisfied,4.89,142.28,1841.42,Oversized,3.78,Urban,Semi,Intermediate,Overnight,5,47.41,Gasoline,11.58,12.3,0.64,6.29,1733.87,1.28,0.64,3742.74,3,0
SEA/BNA,VS4648,5632283,7.55,2023-03-04,3.5,1795.14,1741.74,Snow,Heavy,1.12,Satisfied,0.37,180.6,1426.94,Standard,3.76,Suburban,Semi,Senior,Morning,2,100.18,Gasoline,6.14,26.34,1.87,6.63,947.53,3.28,0.53,2590.83,3,3
BNA/MIA,GR8348,6608746,1.75,2023-08-20,4.0,567.85,1802.23,Snow,Severe,2.95,Satisfied,4.59,183.88,1860.47,Oversized,2.26,Suburban,Semi,Intermediate,Overnight,3,72.21,Diesel,49.87,25.24,1.43,6.58,345.33,2.86,0.61,2467.64,1,1
CLE/DFW,PK6244,4183051,2.62,2023-01-18,3.5,1541.97,698.37,Fog,Moderate,4.69,Very Satisfied,0.22,70.99,1747.49,Oversized,15.25,Interstate,Flatbed,Junior,Overnight,4,197.14,Gasoline,4.48,4.71,1.35,7.11,758.56,2.36,0.49,2588.59,3,3
CLE/SFO,TD5338,8976679,8.42,2023-10-13,4.5,566.42,303.51,Fog,Heavy,1.71,Neutral,2.32,109.2,1884.71,Fragile,4.13,Interstate,Semi,Junior,Overnight,5,30.87,Gasoline,0.39,20.46,0.68,7.29,349.71,1.53,0.62,2366.01,3,3
DTW/SAN,OK5437,4098315,6.93,2023-07-12,4.0,235.11,1586.32,Clear,Light,2.99,Neutral,0.35,120.51,1824.53,Fragile,0.72,Suburban,Flatbed,Senior,Afternoon,4,142.82,Gasoline,20.71,15.45,0.36,6.29,149.49,0.73,0.64,2131.42,1,0
BNA/LAS,WY4085,6845090,1.98,2023-11-05,4.0,2798.36,2645.8,Clear,Moderate,2.59,Dissatisfied,0.57,147.44,1363.27,Oversized,2.43,Interstate,Flatbed,Junior,Overnight,3,27.03,Gasoline,44.81,12.11,0.8,7.52,1488.0,1.59,0.53,3057.22,2,0
DEN/JFK,RY2231,5662316,5.12,2023-01-31,4.0,2261.6,310.56,Light Rain,Moderate,2.44,Very Dissatisfied,2.51,102.15,1900.38,Standard,15.59,Urban,Box Truck,Junior,Morning,3,44.05,Gasoline,22.81,27.5,1.12,6.44,1405.74,2.25,0.62,3460.82,2,2
SLC/PHX,AM1388,4296000,4.8,2023-05-29,4.0,1479.66,1031.57,Fog,Moderate,2.49,Satisfied,1.83,125.81,953.44,Oversized,9.84,Urban,Box Truck,Senior,Afternoon,3,64.81,Diesel,9.27,24.47,1.29,7.27,814.41,2.59,0.55,1929.99,1,1
BOI/STL,RJ4256,9771609,6.67,2023-06-01,4.0,1613.52,1959.65,Fog,Severe,3.88,Dissatisfied,1.79,152.21,1962.85,Perishable,5.68,Interstate,Box Truck,Junior,Afternoon,4,56.39,Gasoline,46.21,17.88,0.19,6.95,929.31,0.39,0.58,3108.85,2,2
SEA/JFK,OY5660,4536924,7.13,2023-05-03,4.0,716.57,612.43,Light Rain,Moderate,1.02,Satisfied,1.42,147.56,1155.86,Oversized,17.71,Interstate,Flatbed,Intermediate,Overnight,2,69.48,Diesel,5.75,28.01,0.82,7.81,366.92,1.65,0.51,1705.75,0,0
DFW/BOI,UZ8832,7086541,3.88,2023-04-27,3.5,1758.01,2542.98,Clear,Moderate,1.53,Very Dissatisfied,3.05,98.05,603.08,Perishable,4.67,Suburban,Flatbed,Senior,Morning,3,53.21,Gasoline,13.81,16.77,0.55,6.74,912.64,0.96,0.52,1645.32,1,0
ATL/MCO,IH7481,4982228,2.92,2023-07-16,4.0,710.47,2072.3,Clear,Light,1.53,Very Dissatisfied,4.93,80.22,1927.55,Fragile,8.33,Interstate,Semi,Senior,Afternoon,1,139.92,Gasoline,37.11,0.28,1.31,6.65,427.04,2.63,0.6,2474.82,2,0
DCA/MSP,NW5346,4706636,4.81,2023-01-09,4.5,325.75,346.22,Clear,Severe,3.37,Very Dissatisfied,1.04,150.41,754.62,Standard,19.44,Urban,Semi,Intermediate,Afternoon,3,192.34,Diesel,8.22,28.4,0.65,7.6,192.93,1.47,0.59,1136.04,1,0
BNA/SLC,IK6040,9971556,1.69,2023-10-24,3.5,2320.07,1611.41,Light Rain,Moderate,4.08,Very Satisfied,0.15,86.36,1964.56,Fragile,6.45,Suburban,Box Truck,Senior,Evening,1,104.31,Gasoline,40.87,20.44,0.23,7.16,1134.84,0.41,0.49,3247.47,0,0
DCA/BOI,BC3209,3047813,6.05,2023-04-24,4.0,751.94,116.38,Light Rain,Severe,1.98,Very Satisfied,1.75,112.96,1893.71,Standard,6.15,Urban,Semi,Intermediate,Afternoon,1,72.18,Diesel,18.82,22.67,1.29,6.84,439.64,2.58,0.58,2490.39,1,1
BOI/BNA,JR3115,3977556,3.56,2023-07-20,3.5,1743.75,1819.16,Heavy Rain,Heavy,2.99,Neutral,0.68,59.06,845.09,Standard,14.53,Interstate,Semi,Senior,Evening,5,121.5,Gasoline,3.13,13.88,1.63,7.14,854.21,2.84,0.49,1778.22,0,0
CMH/CLE,KG8100,6053320,5.15,2023-09-13,4.0,2289.43,1428.73,Snow,Light,2.74,Very Satisfied,1.15,163.66,1160.33,Standard,2.51,Urban,Semi,Senior,Afternoon,2,197.46,Diesel,9.38,6.72,0.66,6.84,1339.27,1.31,0.58,2680.67,2,2
MCO/DEN,SI8690,4219161,3.71,2023-07-04,3.5,1134.8,1912.62,Fog,Severe,2.47,Satisfied,4.28,139.56,535.06,Fragile,14.78,Interstate,Box Truck,Junior,Overnight,4,195.73,Gasoline,9.58,15.99,1.24,7.68,517.04,2.17,0.46,1219.41,3,3
SFO/LAX,MG7520,7082496,6.99,2023-09-30,3.5,828.13,2116.74,Light Rain,Moderate,1.98,Dissatisfied,1.33,118.29,1744.25,Standard,14.17,Interstate,Box Truck,Intermediate,Overnight,4,42.21,Gasoline,17.48,4.59,1.27,7.83,370.23,2.22,0.45,2257.06,3,3
DEN/SFO,DQ2237,3748514,7.14,2023-05-16,3.5,2682.06,394.89,Heavy Rain,Moderate,2.66,Satisfied,2.43,144.21,827.75,Oversized,18.32,Suburban,Box Truck,Senior,Afternoon,2,146.27,Diesel,44.44,20.2,0.72,7.85,1195.79,1.25,0.45,2233.65,0,0
MIA/BNA,GB5281,8269493,8.83,2023-11-10,4.0,1415.82,2578.47,Snow,Moderate,4.61,Neutral,1.11,94.08,1788.9,Perishable,15.32,Interstate,Semi,Intermediate,Overnight,5,61.33,Diesel,41.03,0.89,0.23,6.6,858.52,0.47,0.61,2783.88,3,3
SAN/SAN,MQ3172,5851056,2.69,2023-06-07,4.5,1301.81,378.61,Clear,Severe,1.9,Satisfied,2.7,183.58,1852.26,Fragile,9.74,Urban,Flatbed,Senior,Morning,2,38.51,Gasoline,32.22,27.65,1.2,7.43,788.28,2.7,0.61,2886.68,0,0
CLE/LAX,YX2474,4058457,7.26,2023-07-12,4.5,399.51,409.88,Snow,Moderate,3.72,Satisfied,4.48,148.17,1633.05,Perishable,12.97,Interstate,Semi,Senior,Morning,4,70.82,Diesel,49.72,10.99,0.95,7.3,246.34,2.13,0.62,2090.41,0,0
MCO/CLE,XF4115,5113741,8.01,2023-03-23,3.5,703.17,1555.34,Heavy Rain,Light,1.53,Neutral,3.13,75.49,972.62,Perishable,19.11,Suburban,Flatbed,Junior,Overnight,2,55.81,Gasoline,25.15,13.82,0.58,7.42,331.68,1.02,0.47,1419.78,0,0
ORD/SFO,LN4452,7398003,4.18,2023-05-19,4.0,1075.8,905.94,Clear,Heavy,2.16,Very Dissatisfied,4.64,146.26,1463.62,Oversized,8.94,Urban,Flatbed,Senior,Afternoon,1,64.94,Diesel,46.2,29.43,1.92,7.96,540.87,3.83,0.5,2230.21,0,0
DEN/LAX,MD7642,5795074,8.72,2023-08-06,4.0,229.98,929.02,Snow,Light,3.55,Dissatisfied,4.33,192.4,1241.62,Fragile,15.65,Interstate,Flatbed,Senior,Afternoon,3,154.97,Gasoline,36.18,12.87,1.11,6.09,151.17,2.23,0.66,1636.46,2,2
ORD/IAH,FJ9868,5161218,1.84,2023-03-10,4.0,1143.73,1081.98,Snow,Severe,3.77,Very Dissatisfied,2.73,62.82,1797.57,Fragile,10.4,Suburban,Box Truck,Senior,Afternoon,5,96.38,Diesel,5.2,26.94,1.97,7.69,594.71,3.95,0.52,2491.19,3,3
DCA/DTW,VB4528,5820964,6.23,2023-11-05,4.5,574.89,114.33,Light Rain,Severe,1.53,Very Dissatisfied,3.19,132.46,1745.22,Standard,2.54,Urban,Flatbed,Junior,Evening,2,163.96,Diesel,26.15,25.61,1.75,6.14,421.45,3.94,0.73,2354.84,2,2
JFK/CLE,YP3213,1417164,2.33,2023-04-23,4.0,1645.91,438.99,Clear,Heavy,2.78,Dissatisfied,2.98,169.26,775.25,Standard,13.26,Urban,Flatbed,Senior,Evening,4,160.03,Gasoline,43.47,14.2,0.45,6.23,1056.52,0.89,0.64,2059.6,3,0
LAX/SAN,CL7609,7297383,4.22,2023-12-23,3.5,1037.0,1580.12,Snow,Moderate,4.23,Very Dissatisfied,2.88,76.36,1208.86,Fragile,18.91,Interstate,Semi,Intermediate,Afternoon,4,33.79,Diesel,18.57,4.08,0.83,7.1,511.43,1.45,0.49,1820.75,3,3
JFK/MSP,NF4091,9691809,9.85,2023-01-01,3.5,2927.48,2230.09,Clear,Moderate,4.97,Very Dissatisfied,2.43,132.03,1917.32,Standard,14.82,Suburban,Box Truck,Senior,Morning,3,184.77,Gasoline,7.65,0.93,1.65,6.53,1569.81,2.9,0.54,3630.64,3,0
SLC/PHX,KP9624,8528140,5.09,2023-05-08,4.0,2719.33,1651.5,Fog,Light,1.74,Very Dissatisfied,3.44,187.54,1707.11,Oversized,11.23,Interstate,Flatbed,Senior,Morning,4,106.05,Diesel,32.81,0.85,1.09,7.16,1519.33,2.18,0.56,3449.82,3,3
STL/BOI,GI6159,6963533,3.73,2023-05-31,3.5,336.05,420.49,Heavy Rain,Heavy,1.12,Satisfied,2.75,56.15,1876.69,Standard,1.33,Interstate,Box Truck,Senior,Morning,3,188.69,Diesel,19.27,29.54,0.46,6.86,171.49,0.8,0.51,2153.95,1,1
CLE/LAS,QN5774,2461076,8.83,2023-08-18,4.5,138.15,2277.77,Snow,Moderate,2.94,Satisfied,0.76,125.84,1614.58,Perishable,13.18,Interstate,Semi,Junior,Overnight,3,146.25,Diesel,44.23,22.64,1.88,6.43,96.73,4.23,0.7,1908.25,3,3
SFO/CLT,PO1384,5503444,2.39,2023-10-23,3.5,1796.04,782.33,Light Rain,Heavy,1.69,Neutral,3.2,74.21,1606.27,Fragile,16.17,Suburban,Semi,Junior,Morning,4,194.93,Gasoline,4.74,0.34,1.38,7.79,807.08,2.41,0.45,2495.04,2,2
SEA/SEA,YI6022,5416270,6.74,2023-10-30,3.5,2339.65,2231.77,Light Rain,Light,2.18,Satisfied,4.11,52.31,1287.04,Standard,5.42,Interstate,Box Truck,Senior,Evening,2,130.37,Gasoline,17.7,10.01,1.08,6.15,1331.84,1.89,0.57,2700.79,1,1
SFO/DEN,IS7517,6719914,7.37,2023-04-08,4.0,1061.78,1590.42,Heavy Rain,Light,4.52,Satisfied,3.37,190.2,992.94,Perishable,11.66,Suburban,Box Truck,Junior,Morning,3,65.13,Diesel,2.58,2.69,0.78,6.78,626.78,1.56,0.59,1816.76,1,1
STL/SFO,LH8161,7026333,6.12,2023-11-05,4.0,835.17,2164.51,Light Rain,Light,4.17,Dissatisfied,3.42,132.93,769.53,Standard,2.61,Urban,Flatbed,Intermediate,Evening,3,119.91,Gasoline,20.89,22.27,1.82,7.03,474.95,3.65,0.57,1424.22,1,1
ATL/SAN,CO4242,1399673,6.25,2023-03-04,4.0,295.88,695.09,Clear,Moderate,1.72,Satisfied,4.28,126.26,1015.14,Perishable,4.24,Suburban,Box Truck,Senior,Overnight,5,101.14,Gasoline,40.21,17.77,1.03,7.87,150.4,2.06,0.51,1351.85,0,0
DEN/IAH,QY1764,4154311,1.95,2023-05-04,3.5,2618.41,203.39,Clear,Light,3.26,Very Satisfied,0.42,71.91,692.22,Standard,9.71,Suburban,Flatbed,Intermediate,Evening,3,64.08,Diesel,15.77,21.76,0.44,7.77,1180.13,0.77,0.45,1982.56,2,0
MIA/SEA,DZ9373,3028266,9.07,2023-04-25,3.5,2491.71,1719.78,Light Rain,Moderate,3.58,Dissatisfied,3.49,54.05,1274.92,Standard,11.61,Urban,Semi,Junior,Morning,1,136.2,Gasoline,13.64,1.7,1.54,7.31,1193.71,2.69,0.48,2540.71,1,1
IAH/MSP,RP9851,7463084,6.14,2023-11-03,4.0,2271.94,1989.93,Clear,Light,3.67,Satisfied,3.46,140.75,1620.85,Fragile,15.11,Interstate,Box Truck,Senior,Evening,2,71.22,Gasoline,48.62,1.46,1.18,7.72,1177.86,2.37,0.52,2991.9,2,0
MSP/CLT,KB9690,9077904,7.27,2023-02-12,3.5,2425.13,1846.93,Light Rain,Heavy,2.77,Dissatisfied,0.56,132.75,856.67,Perishable,15.7,Interstate,Flatbed,Intermediate,Afternoon,5,169.26,Gasoline,25.65,19.33,0.86,6.56,1293.59,1.51,0.53,2329.51,2,2
BOI/LAX,VP2673,2546776,6.18,2023-05-15,4.0,667.35,2206.0,Snow,Heavy,3.49,Neutral,4.47,126.05,1560.24,Fragile,8.55,Urban,Semi,Intermediate,Afternoon,3,54.14,Diesel,47.17,18.45,1.51,6.45,414.03,3.02,0.62,2168.96,0,0
DFW/SLC,IV1514,3620101,7.14,2023-01-26,3.5,1308.66,1587.14,Snow,Heavy,2.08,Very Dissatisfied,0.08,132.02,1241.94,Oversized,18.82,Urban,Flatbed,Junior,Evening,3,183.59,Gasoline,41.33,3.94,0.18,6.95,659.28,0.32,0.5,2078.83,2,2
STL/JFK,PU7023,9597704,9.23,2023-01-31,4.5,1219.06,104.88,Heavy Rain,Heavy,2.31,Satisfied,0.29,158.09,868.48,Standard,3.29,Interstate,Semi,Intermediate,Afternoon,5,160.98,Gasoline,0.13,7.26,1.34,7.47,734.17,3.01,0.6,1771.16,0,0
PHX/JFK,EB5515,2020335,5.24,2023-03-27,4.5,1188.4,1313.19,Heavy Rain,Heavy,3.62,Satisfied,1.53,79.58,1710.78,Perishable,2.62,Urban,Semi,Intermediate,Evening,2,197.79,Gasoline,11.92,9.54,0.88,6.78,788.7,1.99,0.66,2602.5,1,1
ORD/ORD,IY6219,5553866,8.3,2023-10-18,3.5,1729.92,1999.49,Snow,Moderate,2.6,Satisfied,0.37,60.92,1311.54,Oversized,19.23,Urban,Box Truck,Intermediate,Morning,5,90.94,Gasoline,39.2,6.31,0.84,7.78,778.34,1.46,0.45,2197.76,2,2
SFO/JFK,QT1700,2133565,1.25,2023-12-24,3.5,2550.94,2226.53,Clear,Heavy,3.95,Very Dissatisfied,0.36,171.71,1863.76,Fragile,11.08,Urban,Box Truck,Intermediate,Evening,2,162.44,Gasoline,43.01,11.5,0.79,7.83,1139.85,1.39,0.45,3231.22,0,0
IAH/SEA,KQ9260,2787134,3.29,2023-12-14,3.5,1607.75,867.19,Snow,Light,4.08,Dissatisfied,1.13,182.95,996.35,Perishable,13.45,Urban,Flatbed,Intermediate,Evening,2,146.54,Gasoline,8.41,23.32,1.77,6.29,894.93,3.09,0.56,2109.05,2,2
BOI/CLE,TX4992,1369479,9.1,2023-08-11,3.5,2102.26,2120.01,Clear,Heavy,2.91,Dissatisfied,4.51,145.46,723.05,Standard,11.79,Urban,Box Truck,Senior,Overnight,1,195.27,Diesel,16.92,8.63,1.3,6.89,1067.94,2.27,0.51,1964.27,3,0
IAH/JFK,UU1242,8214457,8.62,2023-07-23,3.5,1522.66,1768.22,Snow,Severe,1.98,Neutral,0.41,140.56,1113.96,Oversized,2.0,Urban,Semi,Junior,Afternoon,4,134.66,Diesel,27.01,17.31,0.85,6.7,795.46,1.48,0.52,2095.79,3,3
SAN/SLC,KP3150,4801235,8.38,2023-09-17,4.0,1852.78,1985.86,Heavy Rain,Moderate,3.65,Dissatisfied,2.36,116.79,1010.35,Fragile,6.76,Interstate,Flatbed,Senior,Morning,1,127.47,Diesel,24.65,6.26,0.09,6.73,1101.83,0.19,0.59,2260.07,2,2
STL/LAX,FC4521,9587012,4.54,2023-06-17,3.5,2051.04,1361.01,Heavy Rain,Heavy,1.48,Neutral,4.27,145.66,778.19,Fragile,18.81,Suburban,Box Truck,Intermediate,Overnight,3,179.81,Diesel,45.44,27.94,0.91,7.86,913.54,1.59,0.45,1912.36,3,3
MSP/JFK,HX5204,6284770,2.81,2023-05-14,4.0,1698.31,1730.31,Fog,Heavy,4.49,Very Dissatisfied,1.36,130.04,1655.37,Standard,7.35,Interstate,Box Truck,Senior,Overnight,3,37.98,Gasoline,42.18,12.34,1.27,6.82,995.97,2.54,0.59,2838.44,0,0
DEN/PHX,BM4526,2165076,1.28,2023-08-18,3.5,657.68,775.95,Fog,Moderate,3.12,Satisfied,0.35,76.81,997.57,Perishable,7.85,Interstate,Semi,Senior,Morning,5,55.69,Gasoline,10.26,5.87,1.4,7.69,299.24,2.45,0.45,1392.2,2,2
LAS/BOS,WM6223,8245708,7.36,2023-04-14,4.5,639.61,396.98,Fog,Light,1.16,Neutral,4.09,145.99,1069.91,Perishable,6.4,Urban,Box Truck,Senior,Morning,5,166.0,Diesel,48.16,16.62,1.18,7.53,382.0,2.65,0.6,1665.34,1,1
STL/STL,UL8469,1056824,9.15,2023-05-26,4.0,1693.14,193.32,Fog,Heavy,2.83,Dissatisfied,3.91,116.56,684.97,Perishable,10.17,Suburban,Box Truck,Junior,Afternoon,1,121.62,Diesel,0.88,10.59,0.16,7.42,912.64,0.32,0.54,1725.96,3,3
ORD/CLE,XV6594,4221622,1.64,2023-09-17,4.0,2314.57,1070.23,Heavy Rain,Moderate,2.6,Dissatisfied,4.08,92.94,1057.15,Oversized,15.98,Interstate,Semi,Senior,Morning,2,141.76,Diesel,16.76,26.57,0.49,6.71,1379.41,0.99,0.6,2573.8,1,1
MSP/SAN,WV1773,9894592,5.03,2023-02-12,3.5,1619.25,1279.93,Fog,Heavy,4.12,Dissatisfied,1.79,105.07,1885.86,Perishable,6.59,Interstate,Flatbed,Senior,Afternoon,2,140.69,Diesel,43.9,17.21,0.63,7.32,774.19,1.11,0.48,2827.34,2,2
CLT/DEN,XK3149,4580604,8.76,2023-08-13,4.0,337.65,787.17,Light Rain,Light,4.5,Neutral,2.48,100.97,1405.2,Standard,14.98,Urban,Flatbed,Senior,Evening,1,194.87,Diesel,6.33,9.82,1.94,6.34,212.93,3.89,0.63,1739.14,3,3
SEA/SEA,YI2612,4804206,7.19,2023-10-03,4.0,2815.22,382.54,Snow,Moderate,2.32,Very Dissatisfied,0.54,122.27,1376.4,Fragile,15.01,Suburban,Flatbed,Intermediate,Overnight,3,130.44,Gasoline,16.22,13.42,0.06,6.44,1748.06,0.12,0.62,3276.49,3,3
BNA/STL,TA6189,5970463,2.16,2023-03-05,3.5,2838.59,1335.13,Heavy Rain,Severe,2.34,Satisfied,1.48,113.49,1842.55,Perishable,18.89,Urban,Box Truck,Intermediate,Morning,2,51.21,Diesel,48.69,23.21,1.19,7.73,1285.58,2.08,0.45,3315.61,2,2
BNA/SAN,DF1681,6085953,1.13,2023-09-27,4.0,451.83,2805.95,Heavy Rain,Moderate,3.0,Dissatisfied,3.93,150.84,1540.35,Fragile,5.88,Urban,Semi,Junior,Evening,2,36.6,Diesel,27.68,23.81,0.37,6.57,274.91,0.74,0.61,2018.34,2,2
SLC/IAH,BY3816,3689495,3.29,2023-03-31,3.5,1615.32,1204.79,Snow,Severe,4.28,Dissatisfied,2.94,121.69,1982.12,Fragile,6.02,Interstate,Box Truck,Junior,Evening,2,118.31,Gasoline,2.44,17.96,0.06,7.14,791.57,0.1,0.49,2915.87,0,0
IAH/PHX,BP2185,2498506,5.11,2023-10-23,4.0,2810.07,2987.13,Clear,Heavy,2.06,Dissatisfied,1.04,133.4,796.33,Oversized,8.21,Suburban,Box Truck,Junior,Afternoon,5,29.24,Gasoline,24.62,2.9,0.43,7.69,1461.32,0.85,0.52,2419.42,2,0
MIA/STL,SK9740,1259296,6.25,2023-04-05,4.5,1050.8,2598.38,Heavy Rain,Severe,1.85,Satisfied,0.59,122.59,1766.02,Oversized,18.04,Urban,Box Truck,Intermediate,Afternoon,2,94.37,Gasoline,48.41,4.39,0.82,7.49,630.9,1.84,0.6,2574.15,2,2
MCO/JFK,IY5170,5018555,2.21,2023-05-15,3.5,2943.11,2548.13,Heavy Rain,Moderate,1.1,Neutral,0.32,191.59,1267.91,Oversized,0.99,Interstate,Semi,Intermediate,Afternoon,3,131.11,Diesel,23.72,21.95,0.25,6.74,1528.41,0.44,0.52,3034.03,1,1
DCA/IAH,VZ5465,1712522,1.07,2023-06-20,4.5,411.55,1523.71,Snow,Moderate,4.05,Dissatisfied,4.44,97.13,1000.35,Standard,8.44,Interstate,Flatbed,Junior,Overnight,1,76.33,Diesel,43.23,5.41,0.52,6.66,278.05,1.17,0.68,1425.33,3,3
ORD/MSP,WU8208,7496755,1.19,2023-06-25,4.5,447.55,2116.99,Light Rain,Severe,2.02,Neutral,3.78,197.37,852.08,Standard,14.33,Interstate,Box Truck,Senior,Afternoon,2,112.11,Diesel,3.08,10.66,0.32,6.62,304.11,0.72,0.68,1368.02,2,2
MCO/STL,SY4969,6329940,7.02,2023-07-30,3.5,1088.84,367.37,Heavy Rain,Light,3.36,Very Dissatisfied,3.15,90.49,751.94,Fragile,6.21,Suburban,Semi,Intermediate,Overnight,5,193.13,Gasoline,40.47,6.94,1.27,7.71,494.17,2.22,0.45,1386.23,3,3
MIA/ATL,CS7136,1642673,5.75,2023-07-31,4.0,408.13,1929.38,Fog,Light,1.41,Very Dissatisfied,4.53,137.05,1059.2,Fragile,12.64,Suburban,Semi,Senior,Morning,1,144.17,Diesel,48.2,20.52,0.61,6.77,241.14,1.23,0.59,1507.34,0,0
STL/SFO,NN1362,8243491,9.06,2023-05-11,4.0,1619.47,2319.06,Clear,Severe,4.82,Satisfied,0.14,60.21,1889.13,Standard,19.17,Interstate,Box Truck,Intermediate,Afternoon,4,80.87,Gasoline,4.66,8.76,1.94,6.47,1000.54,3.88,0.62,2967.17,2,0
MIA/STL,VU1525,3079206,5.5,2023-01-06,4.0,1215.89,856.64,Light Rain,Moderate,3.17,Dissatisfied,4.47,100.01,1833.48,Perishable,11.11,Interstate,Semi,Intermediate,Evening,4,120.96,Gasoline,19.78,29.6,0.36,7.44,654.13,0.71,0.54,2637.71,2,2
SLC/BNA,MK6179,3573861,3.19,2023-05-11,3.5,1865.37,924.09,Fog,Moderate,2.86,Satisfied,3.18,133.15,658.47,Fragile,8.56,Urban,Semi,Intermediate,Morning,1,46.59,Gasoline,31.23,22.34,1.11,7.74,843.16,1.94,0.45,1690.28,3,3
SAN/SAN,BK2884,9226753,5.83,2023-06-16,4.0,2054.28,1984.74,Fog,Severe,2.77,Dissatisfied,1.25,100.26,1385.83,Fragile,3.61,Suburban,Box Truck,Intermediate,Morning,4,83.5,Diesel,8.25,6.18,1.08,7.57,1084.97,2.16,0.53,2587.64,0,0
BOS/SAN,RH7507,2099114,5.68,2023-09-25,4.0,565.67,1509.65,Snow,Severe,2.66,Very Dissatisfied,4.73,97.91,646.64,Standard,2.41,Urban,Semi,Intermediate,Evening,1,72.62,Gasoline,5.84,20.28,0.9,7.35,307.81,1.8,0.54,1080.28,1,1
DTW/DFW,GR5589,3052817,6.8,2023-11-15,3.5,448.91,1602.32,Snow,Moderate,4.13,Very Dissatisfied,1.69,193.11,1063.33,Oversized,2.16,Interstate,Semi,Intermediate,Evening,2,152.85,Gasoline,46.63,29.99,1.82,6.01,261.56,3.19,0.58,1597.81,1,1
DTW/SLC,OD3903,5279976,8.16,2023-12-26,4.0,587.06,659.27,Clear,Moderate,1.66,Dissatisfied,2.95,62.26,1387.69,Fragile,1.69,Interstate,Box Truck,Intermediate,Evening,1,108.76,Diesel,17.46,15.99,1.99,7.96,294.85,3.99,0.5,1782.24,3,0
STL/JFK,IV7242,2094836,7.75,2023-08-11,3.5,1436.37,1672.29,Fog,Moderate,4.19,Very Satisfied,4.91,90.28,1992.37,Standard,6.44,Suburban,Flatbed,Junior,Afternoon,2,71.12,Gasoline,46.43,1.38,0.04,7.76,647.94,0.07,0.45,2778.48,0,0
SLC/SAN,WY6544,1907769,4.57,2023-03-06,4.0,2230.03,932.71,Fog,Heavy,3.78,Dissatisfied,0.3,92.32,1868.58,Fragile,13.45,Interstate,Box Truck,Intermediate,Morning,2,120.74,Diesel,4.24,22.25,1.03,6.39,1396.3,2.07,0.63,3385.76,2,2
MCO/ATL,CB6759,3537089,6.42,2023-05-06,4.0,900.69,1565.35,Clear,Light,3.38,Satisfied,3.92,149.32,1331.09,Oversized,1.73,Urban,Semi,Junior,Overnight,1,68.74,Diesel,30.33,27.61,0.43,7.28,494.85,0.85,0.55,2034.06,1,0
MIA/CLE,EN4130,4452777,4.05,2023-09-30,3.5,1482.93,2306.16,Clear,Heavy,2.49,Dissatisfied,1.43,150.29,1207.0,Oversized,5.59,Interstate,Semi,Intermediate,Morning,3,91.11,Diesel,13.7,8.27,0.27,6.35,817.48,0.48,0.55,2197.23,0,0
CLE/DEN,QL8733,4239853,1.81,2023-10-14,4.0,1393.47,637.34,Fog,Heavy,4.49,Dissatisfied,2.16,121.84,1782.83,Oversized,10.76,Suburban,Flatbed,Senior,Overnight,4,167.11,Diesel,42.97,25.34,1.07,6.16,904.28,2.14,0.65,2879.4,2,2
